BuyDate,SellDate,Ticker,Horizon,DaysHeld,Pred_Prob,Pred_Prob_Std,Adj_Prob,Actual_LogR,Actual_Return%
2022-06-09,2022-06-10,AA_daily_processed,1d,1,0.24672586,0.052067693,0.24672586,-0.046982942886428375,-4.589632829373658
2022-06-10,2022-06-13,AA_daily_processed,1d,1,0.3154528,0.06596773,0.3154528,-0.06166270052051691,-5.980003772873033
2022-06-13,2022-06-14,AA_daily_processed,1d,1,0.29865736,0.04743739,0.29865736,-0.018631563660226128,-1.8459069020866803
2022-06-14,2022-06-15,AA_daily_processed,1d,1,0.22006677,0.07002169,0.22006677,0.043793861961216575,4.476696647587897
2022-06-15,2022-06-16,AA_daily_processed,1d,1,0.22944385,0.06412671,0.22944385,-0.02837773515496487,-2.7978869105850124
2022-06-16,2022-06-17,AA_daily_processed,1d,1,0.2163832,0.06660986,0.2163832,-0.008084118399958911,-0.805152979066015
2022-06-17,2022-06-21,AA_daily_processed,1d,1,0.23680206,0.051316123,0.23680206,0.016103407566578673,1.6233766233766156
2022-06-21,2022-06-22,AA_daily_processed,1d,1,0.21546629,0.07034897,0.21546629,-0.02384433031101673,-2.3562300319488805
2022-06-22,2022-06-29,ABNB_daily_processed,1w,5,0.19406892,0.07003517,0.19406892,-0.0579092822515481,-5.626444288154319
2022-06-29,2022-06-30,ACNB_daily_processed,1d,1,0.24959251,0.05792377,0.24959251,-0.0037771527437454374,-0.37700282752120007
2022-06-30,2022-07-01,AA_daily_processed,1d,1,0.30836096,0.071112715,0.30836096,-0.01770741264692939,-1.7551557700745901
2022-07-01,2022-07-05,AA_daily_processed,1d,1,0.2943299,0.067984775,0.2943299,-0.06195142838812946,-6.00714604734256
2022-07-05,2022-07-06,AA_daily_processed,1d,1,0.29386342,0.057932712,0.29386342,0.012748047994639664,1.282965074839626
2022-07-06,2022-07-07,AA_daily_processed,1d,1,0.22471178,0.06504244,0.22471178,0.06844537626385834,7.084212995543027
2022-07-07,2022-07-08,ADM_daily_processed,1d,1,0.17928582,0.06993261,0.17928582,-0.01434977919586626,-1.424731182795702
2022-07-08,2022-07-11,ADM_daily_processed,1d,1,0.16128184,0.05900104,0.16128184,-0.00972810302510327,-0.9680938096536806
2022-07-11,2022-07-12,ADM_daily_processed,1d,1,0.2195547,0.05514454,0.2195547,0.00302447302313693,0.30290513561888055
2022-07-12,2022-07-13,ADM_daily_processed,1d,1,0.17292765,0.080162816,0.17292765,-0.002198709144669683,-0.21962937542895355
2022-07-13,2022-07-14,ADM_daily_processed,1d,1,0.14839704,0.06804215,0.14839704,-0.013713075890969284,-1.3619479983491445
2022-07-14,2022-07-15,ADM_daily_processed,1d,1,0.18836841,0.088094324,0.18836841,0.004175371410480592,0.4184100418409997
2022-07-15,2022-07-18,ADM_daily_processed,1d,1,0.17933574,0.051300313,0.17933574,0.007609860314141405,0.7638888888888751
2022-07-18,2022-07-19,ADM_daily_processed,1d,1,0.12921742,0.05398683,0.12921742,0.017489173740877273,1.7643004824259068
2022-07-19,2022-07-26,ABNB_daily_processed,1w,5,0.12951784,0.027241355,0.12951784,-0.002841606929001827,-0.2837573385518599
2022-07-26,2022-08-02,ABNB_daily_processed,1w,5,0.15053858,0.025306795,0.15053858,0.1324268676420133,14.159552546364452
2022-08-02,2022-08-03,ABNB_daily_processed,1d,1,0.085084565,0.03557975,0.085084565,-0.011410912197007392,-1.1346054667354388
2022-08-03,2022-08-04,ABNB_daily_processed,1d,1,0.07787141,0.026077349,0.07787141,0.03586449950617236,3.6515388628064693
2022-08-04,2022-08-05,ABNB_daily_processed,1d,1,0.058022738,0.036473308,0.058022738,-0.01785686173773459,-1.769837275624897
2022-08-05,2022-08-12,ABNB_daily_processed,1w,5,0.06528893,0.027438506,0.06528893,0.06127236991027531,6.318845529843742
2022-08-12,2022-08-19,ABNB_daily_processed,1w,5,0.0490913,0.023074606,0.0490913,-0.08154304285115707,-7.830696329612074
2022-08-19,2022-08-22,ABNB_daily_processed,1d,1,0.043708466,0.026718814,0.043708466,-0.029805434256065653,-2.9365632624607896
2022-08-22,2022-08-23,ABNB_daily_processed,1d,1,0.050446223,0.023084829,0.050446223,0.001883493090112023,0.1885267977376648
2022-08-23,2022-08-30,ACGLO_daily_processed,1w,5,0.039592348,0.010681876,0.039592348,0.01855176880809683,1.8724921979491826
2022-08-30,2022-08-31,ABCL_daily_processed,1d,1,0.03739912,0.016206862,0.03739912,0.001874414794350352,0.18761726078799779
2022-08-31,2022-09-01,ABNB_daily_processed,1d,1,0.041991472,0.04946421,0.041991472,0.002472189145389073,0.24752475247524774
2022-09-01,2022-09-02,ABNB_daily_processed,1d,1,0.042833343,0.024426576,0.042833343,0.0021141656923353348,0.21164021164019609
2022-09-02,2022-09-12,ACGLN_daily_processed,1w,5,0.030738313,0.013908553,0.030738313,0.03439880548878876,3.499728703201299
2022-09-12,2022-09-19,ACGLN_daily_processed,1w,5,0.041924402,0.015716769,0.041924402,-0.02467950651636129,-2.437745740498032
2022-09-19,2022-09-26,ACGLO_daily_processed,1w,5,0.038839396,0.014596618,0.038839396,-0.03211819011976087,-3.1607879065506106
2022-09-26,2022-09-27,AA_daily_processed,1d,1,0.12853825,0.040532112,0.12853825,0.006650306424039696,0.6672468813461174
2022-09-27,2022-09-28,AA_daily_processed,1d,1,0.17167418,0.046318516,0.17167418,0.015158305400332696,1.5273775216138263
2022-09-28,2022-09-29,AA_daily_processed,1d,1,0.19636983,0.07871575,0.19636983,0.005660926524234369,0.5676979846721553
2022-09-29,2022-09-30,AA_daily_processed,1d,1,0.21153443,0.053485427,0.21153443,-0.05124873011472075,-4.995766299745985
2022-09-30,2022-10-03,AA_daily_processed,1d,1,0.2431445,0.07262747,0.2431445,0.10509310022636256,11.081402257872863
2022-10-03,2022-10-04,AA_daily_processed,1d,1,0.25206628,0.06704347,0.25206628,0.07320969697267432,7.595613800481393
2022-10-04,2022-10-05,AA_daily_processed,1d,1,0.21075869,0.07184059,0.21075869,-0.0037355291850874705,-0.37285607755406236
2022-10-05,2022-10-06,AA_daily_processed,1d,1,0.14367361,0.05274914,0.14367361,-0.005755051540385215,-0.5738522954091718
2022-10-06,2022-10-07,AEE_daily_processed,1d,1,0.13608035,0.05651312,0.13608035,-0.024134675927068572,-2.3845763571791134
2022-10-07,2022-10-10,AEE_daily_processed,1d,1,0.136811,0.038533386,0.136811,0.009440742604878441,0.9485446985447066
2022-10-10,2022-10-11,AEE_daily_processed,1d,1,0.116069056,0.06095898,0.116069056,0.0024426315416694756,0.24456171965503426
2022-10-11,2022-10-12,ACNB_daily_processed,1d,1,0.120335825,0.040199727,0.120335825,-0.010658317806480468,-1.0601719197707693
2022-10-12,2022-10-13,AEE_daily_processed,1d,1,0.14142804,0.052486848,0.14142804,0.02958212159622112,3.0024019215372233
2022-10-13,2022-10-14,AEE_daily_processed,1d,1,0.17763308,0.04724088,0.17763308,-0.012252499474241431,-1.2177743230988414
2022-10-14,2022-10-17,AEE_daily_processed,1d,1,0.1598127,0.059950802,0.1598127,0.01896653373362966,1.9147540983606381
2022-10-17,2022-10-18,ACN_daily_processed,1d,1,0.14623272,0.07695406,0.14623272,0.006954633081686382,0.6978872702311012
2022-10-18,2022-10-19,ACN_daily_processed,1d,1,0.106558725,0.037252873,0.106558725,3.7870898112768605e-05,0.003787161522428306
2022-10-19,2022-10-20,AEE_daily_processed,1d,1,0.13001303,0.04887156,0.13001303,-0.025004524773707515,-2.469450101832993
2022-10-20,2022-10-21,AEE_daily_processed,1d,1,0.19977827,0.06374172,0.19977827,0.012451522739318177,1.2529365700861383
2022-10-21,2022-10-24,AEE_daily_processed,1d,1,0.22662967,0.056416556,0.22662967,0.0037311075770735994,0.3738076823923686
2022-10-24,2022-10-25,AEE_daily_processed,1d,1,0.20688978,0.057579704,0.20688978,0.020967792759423662,2.1189161422884073
2022-10-25,2022-10-26,AEE_daily_processed,1d,1,0.17244142,0.059183694,0.17244142,-0.00012576243492641833,-0.012575452716290236
2022-10-26,2022-10-27,ACI_daily_processed,1d,1,0.16148254,0.06366026,0.16148254,-0.00343221714720876,-0.34263338228096574
2022-10-27,2022-10-28,ACI_daily_processed,1d,1,0.13228214,0.04361208,0.13228214,0.0009818361122566383,0.09823182711197198
2022-10-28,2022-10-31,ACI_daily_processed,1d,1,0.113081515,0.045134395,0.113081515,0.006358544289710546,0.6378802747792012
2022-10-31,2022-11-01,ACI_daily_processed,1d,1,0.09865781,0.03692226,0.09865781,-0.00930694937400819,-0.9263773768893313
2022-11-01,2022-11-02,ACI_daily_processed,1d,1,0.09072955,0.041881967,0.09072955,0.006377259778529488,0.6397637795275468
2022-11-02,2022-11-03,ACI_daily_processed,1d,1,0.0733422,0.034586623,0.0733422,0.022722756707911494,2.2982885085574667
2022-11-03,2022-11-04,AA_daily_processed,1d,1,0.07485954,0.036546286,0.07485954,0.11748826778394693,12.466843501326252
2022-11-04,2022-11-11,ACI_daily_processed,1w,5,0.044821214,0.022671016,0.044821214,-0.0364024867694395,-3.5747883349012355
2022-11-11,2022-11-18,ACI_daily_processed,1w,5,0.062471725,0.026189964,0.062471725,0.0009751341582062914,0.09756097560975618
2022-11-18,2022-11-28,ACI_daily_processed,1w,5,0.056793462,0.01811088,0.056793462,0.011628037995119214,1.1695906432748648
2022-11-28,2022-12-05,ACGLO_daily_processed,1w,5,0.03574741,0.0120788785,0.03574741,0.02441350906906431,2.471395881006866
2022-12-05,2022-12-12,ABNB_daily_processed,1w,5,0.024319677,0.010036581,0.024319677,-0.030194472717575648,-2.974317328190035
2022-12-12,2022-12-19,ABNB_daily_processed,1w,5,0.031871043,0.01519585,0.031871043,-0.1064305818248804,-10.096254446536923
2022-12-19,2022-12-27,ABNB_daily_processed,1w,5,0.03771349,0.01589686,0.03771349,-0.02880614711922274,-2.839520539974416
2022-12-27,2023-01-04,ABNB_daily_processed,1w,5,0.038448527,0.01839685,0.038448527,0.060758478836202535,6.264223260270696
2023-01-04,2023-01-11,ABNB_daily_processed,1w,5,0.027935086,0.012778598,0.027935086,0.06247936917520066,6.447249774571695
2023-01-11,2023-01-19,ACGLN_daily_processed,1w,5,0.04554774,0.017407423,0.04554774,0.02476906811240895,2.5078369905956244
2023-01-19,2023-01-26,ACGLO_daily_processed,1w,5,0.044989042,0.01875504,0.044989042,0.026941975955423077,2.730819245773719
2023-01-26,2023-02-02,ABNB_daily_processed,1w,5,0.060763985,0.02810657,0.060763985,0.07988803406968467,8.316578322061785
2023-02-02,2023-02-03,ADM_daily_processed,1d,1,0.114424735,0.057638947,0.114424735,-0.00036454219979625916,-0.03644757623618711
2023-02-03,2023-02-06,ADM_daily_processed,1d,1,0.10835679,0.07340606,0.10835679,0.003397236948496238,0.3403014098201318
2023-02-06,2023-02-07,ADM_daily_processed,1d,1,0.09276761,0.0617093,0.09276761,0.0012105073503336442,0.1211240310077466
2023-02-07,2023-02-08,ADM_daily_processed,1d,1,0.094544925,0.06628911,0.094544925,-0.01290654711352502,-1.2823614807645822
2023-02-08,2023-02-09,ADM_daily_processed,1d,1,0.08302722,0.0333443,0.08302722,-0.012330612457478674,-1.225490196078427
2023-02-09,2023-02-10,ADM_daily_processed,1d,1,0.09809623,0.058379404,0.09809623,0.018317556847592297,1.8486352357320213
2023-02-10,2023-02-13,ADM_daily_processed,1d,1,0.1273235,0.064808406,0.1273235,-0.002317215501150984,-0.2314532829820859
2023-02-13,2023-02-14,ADM_daily_processed,1d,1,0.14700904,0.06273579,0.14700904,-0.0014662759225275992,-0.1465201465201571
2023-02-14,2023-02-15,ADM_daily_processed,1d,1,0.16016366,0.081186526,0.16016366,-0.0004892368003650437,-0.04891171435559283
2023-02-15,2023-02-16,ADM_daily_processed,1d,1,0.1446555,0.0678665,0.1446555,-0.003922535061298372,-0.3914851969659794
2023-02-16,2023-02-17,ADM_daily_processed,1d,1,0.13140725,0.058393963,0.13140725,0.0020857623658761416,0.20879390813068888
2023-02-17,2023-02-27,ABNB_daily_processed,1w,5,0.1342012,0.045347687,0.1342012,-0.06328297734249437,-6.132218844984793
2023-02-27,2023-02-28,ACP_daily_processed,1d,1,0.18794468,0.06893688,0.18794468,0.003929278139889557,0.3937007874015741
2023-02-28,2023-03-01,ACP_daily_processed,1d,1,0.11628625,0.04829993,0.11628625,-0.02649161544697634,-2.614379084967322
2023-03-01,2023-03-02,ACP_daily_processed,1d,1,0.18162395,0.07428117,0.18162395,-0.005383593083472643,-0.5369127516778538
2023-03-02,2023-03-03,ACP_daily_processed,1d,1,0.12381338,0.07016733,0.12381338,0.01207258123426924,1.2145748987854255
2023-03-03,2023-03-06,ADP_daily_processed,1d,1,0.10188308,0.045924086,0.10188308,0.0034201734541276004,0.3426028921023505
2023-03-06,2023-03-07,AEE_daily_processed,1d,1,0.10703768,0.057825662,0.10703768,-0.016958732246959506,-1.6815742397137678
2023-03-07,2023-03-08,AEE_daily_processed,1d,1,0.11705096,0.053461123,0.11705096,0.008575449616678398,0.8612324114507519
2023-03-08,2023-03-09,AEE_daily_processed,1d,1,0.1000252,0.0430104,0.1000252,-0.005910396555350525,-0.589296452194843
2023-03-09,2023-03-10,ACP_daily_processed,1d,1,0.09249145,0.02918564,0.09249145,-0.011019395249610538,-1.0958904109588996
2023-03-10,2023-03-13,ADP_daily_processed,1d,1,0.1535205,0.061886314,0.1535205,-4.682634450994496e-05,-0.0046825248173787415
2023-03-13,2023-03-14,AEE_daily_processed,1d,1,0.18206353,0.06600021,0.18206353,0.004789854685146952,0.48013443764252095
2023-03-14,2023-03-15,AEE_daily_processed,1d,1,0.15659443,0.06454609,0.15659443,0.01811236255845136,1.8277386214311298
2023-03-15,2023-03-16,AEE_daily_processed,1d,1,0.1892049,0.057650834,0.1892049,0.009457715427132155,0.9502580947911898
2023-03-16,2023-03-17,AEE_daily_processed,1d,1,0.14287677,0.060051646,0.14287677,-0.012041999726904421,-1.1969785008715927
2023-03-17,2023-03-20,ADM_daily_processed,1d,1,0.1808446,0.06896907,0.1808446,0.03532346872190926,3.595475356854294
2023-03-20,2023-03-21,ADM_daily_processed,1d,1,0.18699522,0.052020036,0.18699522,0.009830631491486006,0.9879110880020692
2023-03-21,2023-03-22,ACGLN_daily_processed,1d,1,0.15711096,0.044956032,0.15711096,0.0,0.0
2023-03-22,2023-03-23,ADM_daily_processed,1d,1,0.14735557,0.056803275,0.14735557,-0.02419578916515682,-2.3905417695205933
2023-03-23,2023-03-30,AAT_daily_processed,1w,5,0.15932728,0.052891552,0.15932728,0.09265883048270476,9.708737864077666
