BuyDate,SellDate,Ticker,Horizon,DaysHeld,Pred_Prob,Pred_Prob_Std,Adj_Prob,Actual_LogR,Actual_Return%
2021-11-22,2021-11-30,ACEL_daily_processed,1w,5,0.02837924,0.013535818,0.02837924,-0.02559271127896981,-2.5267993874425687
2021-11-30,2021-12-01,AAT_daily_processed,1d,1,0.07134529,0.03299542,0.07134529,-0.016413029641330033,-1.6279069767441756
2021-12-01,2021-12-02,AAT_daily_processed,1d,1,0.075727284,0.031749003,0.075727284,0.0388342045713894,3.9598108747044725
2021-12-02,2021-12-03,AAT_daily_processed,1d,1,0.095198095,0.052116875,0.095198095,-0.004844004342837808,-0.48322910744741376
2021-12-03,2021-12-06,AAT_daily_processed,1d,1,0.051167335,0.019860327,0.051167335,0.03866027665749423,3.941730934018861
2021-12-06,2021-12-07,AAT_daily_processed,1d,1,0.039152417,0.011996874,0.039152417,-0.0022008261978240374,-0.21984061555372358
2021-12-07,2021-12-08,AAT_daily_processed,1d,1,0.049857516,0.024434548,0.049857516,0.0054930102413010135,0.5508124483613264
2021-12-08,2021-12-15,ACI_daily_processed,1w,5,0.058607664,0.032170113,0.058607664,-0.055202007833972444,-5.370603015075382
2021-12-15,2021-12-22,ACI_daily_processed,1w,5,0.057934232,0.0238538,0.057934232,-0.01101295963085104,-1.0952538997676675
2021-12-22,2021-12-23,ACI_daily_processed,1d,1,0.07595782,0.022702234,0.07595782,0.0033500868852818057,0.3355704697986406
2021-12-23,2021-12-27,ACI_daily_processed,1d,1,0.05889755,0.019753784,0.05889755,-0.012113203293406948,-1.2040133779264162
2021-12-27,2021-12-28,ACI_daily_processed,1d,1,0.08148523,0.03338979,0.08148523,0.009769321423423296,0.9817197020988377
2021-12-28,2021-12-29,ACI_daily_processed,1d,1,0.081862405,0.037437472,0.081862405,0.007348062454559539,0.7375125712370201
2021-12-29,2021-12-30,ACI_daily_processed,1d,1,0.08645303,0.035377417,0.08645303,0.003985392189753179,0.39933444259567796
2021-12-30,2021-12-31,ACI_daily_processed,1d,1,0.076764315,0.03258576,0.076764315,0.0006626905477777291,0.06629101756712164
2021-12-31,2022-01-03,ACI_daily_processed,1d,1,0.06526585,0.03565971,0.06526585,-0.028558971003911776,-2.8155018217952965
2022-01-03,2022-01-04,ACI_daily_processed,1d,1,0.08434973,0.039027005,0.08434973,0.010510352728898789,1.05657805044308
2022-01-04,2022-01-05,ACI_daily_processed,1d,1,0.06006418,0.036802858,0.06006418,0.01006719911772394,1.0118043844856706
2022-01-05,2022-01-06,ACI_daily_processed,1d,1,0.045265876,0.026628284,0.045265876,0.04120923172122967,4.207011686143569
2022-01-06,2022-01-07,ABCL_daily_processed,1d,1,0.046717633,0.024924826,0.046717633,-0.022585652648749153,-2.2332506203473934
2022-01-07,2022-01-10,ACI_daily_processed,1d,1,0.05595878,0.02493123,0.05595878,0.021867453508110656,2.210829862223629
2022-01-10,2022-01-11,ACI_daily_processed,1d,1,0.07323276,0.026112646,0.07323276,-0.10257790516671432,-9.749216300940432
2022-01-11,2022-01-12,ACI_daily_processed,1d,1,0.1249436,0.0386523,0.1249436,0.028759256961389437,2.9176797499131712
2022-01-12,2022-01-13,ACI_daily_processed,1d,1,0.07529762,0.036768112,0.07529762,0.04455447340324885,4.556193047586921
2022-01-13,2022-01-14,ACI_daily_processed,1d,1,0.06919012,0.033378292,0.06919012,-0.0012919898438024683,-0.12911555842478606
2022-01-14,2022-01-18,ACI_daily_processed,1d,1,0.07607827,0.03144427,0.07607827,-0.015307252147302445,-1.5190691661279954
2022-01-18,2022-01-19,ACI_daily_processed,1d,1,0.13982266,0.041685175,0.13982266,-0.03676884778708893,-3.6101083032490933
2022-01-19,2022-01-20,ACI_daily_processed,1d,1,0.16039774,0.048116524,0.16039774,-0.04065176726646086,-3.9836567926455624
2022-01-20,2022-01-21,ACI_daily_processed,1d,1,0.18317078,0.070248894,0.18317078,0.0028328630843041072,0.28368794326241176
2022-01-21,2022-01-24,ACI_daily_processed,1d,1,0.14377953,0.053850524,0.14377953,0.006344751633334246,0.6364922206506307
2022-01-24,2022-01-25,ACI_daily_processed,1d,1,0.14518811,0.031394836,0.14518811,-0.049704144617632146,-4.848910751932545
2022-01-25,2022-01-26,ACI_daily_processed,1d,1,0.1600469,0.05609963,0.1600469,-0.009647570190541672,-0.9601181683899451
2022-01-26,2022-01-27,ACI_daily_processed,1d,1,0.15371916,0.04236352,0.15371916,0.023582522486292588,2.386278896346017
2022-01-27,2022-01-28,ABCL_daily_processed,1d,1,0.13604298,0.06138573,0.13604298,0.10032857161660787,10.553410553410547
2022-01-28,2022-01-31,ACI_daily_processed,1d,1,0.16434175,0.052962087,0.16434175,0.04728153363082554,4.8417132216014735
2022-01-31,2022-02-01,ACI_daily_processed,1d,1,0.17100267,0.049694512,0.17100267,0.0003551767041423889,0.0355239786856254
2022-02-01,2022-02-02,ACI_daily_processed,1d,1,0.144755,0.06256565,0.144755,0.009542394373066703,0.9588068181818121
2022-02-02,2022-02-03,ACI_daily_processed,1d,1,0.1505579,0.05456979,0.1505579,0.001405975627037756,0.140696447414701
2022-02-03,2022-02-04,ACI_daily_processed,1d,1,0.09799505,0.058933344,0.09799505,-0.013081324950246059,-1.299613628380747
2022-02-04,2022-02-07,ACI_daily_processed,1d,1,0.12508547,0.0544145,0.12508547,0.004969836285341208,0.4982206405693912
2022-02-07,2022-02-08,ACI_daily_processed,1d,1,0.10096132,0.051536374,0.10096132,0.023793984665522645,2.4079320113314484
2022-02-08,2022-02-15,ADP_daily_processed,1w,5,0.12604629,0.06391364,0.12604629,-0.02128926511852632,-2.10642483566047
2022-02-15,2022-02-23,ADP_daily_processed,1w,5,0.13520262,0.055648524,0.13520262,-0.03862487070461584,-3.7888442309577552
2022-02-23,2022-03-02,ADP_daily_processed,1w,5,0.19034885,0.06431686,0.19034885,0.049689788255159684,5.094503031229314
2022-03-02,2022-03-03,ACN_daily_processed,1d,1,0.15380023,0.077956356,0.15380023,0.0019457701343555873,0.1947664373448843
2022-03-03,2022-03-04,ADP_daily_processed,1d,1,0.1367966,0.048887,0.1367966,0.018201683643932452,1.8368343917928742
2022-03-04,2022-03-07,AAMI_daily_processed,1d,1,0.19589064,0.059374277,0.19589064,-0.08278105340715072,-7.944732297063906
2022-03-07,2022-03-14,ACN_daily_processed,1w,5,0.21278931,0.08421895,0.21278931,0.008682933612431932,0.8720739623631291
2022-03-14,2022-03-15,ADI_daily_processed,1d,1,0.20079845,0.05481353,0.20079845,0.0356807366016207,3.632493304950901
2022-03-15,2022-03-16,ADI_daily_processed,1d,1,0.15430844,0.05046595,0.15430844,0.04944624110536645,5.068910681155581
2022-03-16,2022-03-17,ADI_daily_processed,1d,1,0.16148715,0.06354587,0.16148715,0.008852671219199715,0.8891971999747783
2022-03-17,2022-03-18,ACI_daily_processed,1d,1,0.15538974,0.049038526,0.15538974,-0.023325491970218853,-2.3055555555555496
2022-03-18,2022-03-21,ABNB_daily_processed,1d,1,0.16995253,0.061013814,0.16995253,-0.03163280779236372,-3.113772455089814
2022-03-21,2022-03-22,ACI_daily_processed,1d,1,0.15101421,0.05296938,0.15101421,-0.01252974766201356,-1.245157719977874
2022-03-22,2022-03-23,ACI_daily_processed,1d,1,0.16133049,0.04958539,0.16133049,0.0022390157688576364,0.22415242364810517
2022-03-23,2022-03-24,ACI_daily_processed,1d,1,0.15380932,0.040265664,0.15380932,-0.001958864485333034,-0.195694716242667
2022-03-24,2022-03-25,ACI_daily_processed,1d,1,0.1741699,0.058745764,0.1741699,-0.08228611859761428,-7.899159663865552
2022-03-25,2022-03-28,ACI_daily_processed,1d,1,0.32768285,0.06323215,0.32768285,0.01479272257530325,1.4902676399026538
2022-03-28,2022-03-29,ACI_daily_processed,1d,1,0.23061042,0.07108434,0.23061042,0.002693402795395444,0.269703326341042
2022-03-29,2022-03-30,ACI_daily_processed,1d,1,0.16822848,0.043918118,0.16822848,0.001493206190540976,0.14943215780034436
2022-03-30,2022-03-31,ACI_daily_processed,1d,1,0.23747744,0.06064264,0.23747744,-0.007789134647355817,-0.775887794688146
2022-03-31,2022-04-01,ACI_daily_processed,1d,1,0.24112183,0.062244006,0.24112183,0.0202448116942757,2.045112781954894
2022-04-01,2022-04-04,ACI_daily_processed,1d,1,0.2835549,0.089620315,0.2835549,-0.0017699119664584693,-0.17683465959328348
2022-04-04,2022-04-05,ACI_daily_processed,1d,1,0.20140284,0.06364507,0.20140284,0.0,0.0
2022-04-05,2022-04-06,ACI_daily_processed,1d,1,0.15055422,0.054535493,0.15055422,0.006474419320131594,0.6495423678771983
2022-04-06,2022-04-07,ACI_daily_processed,1d,1,0.109447345,0.04005474,0.109447345,0.019750859869958223,1.9947198591962367
2022-04-07,2022-04-08,AA_daily_processed,1d,1,0.11079527,0.040275823,0.11079527,-0.022908490796870025,-2.2648083623693305
2022-04-08,2022-04-11,AA_daily_processed,1d,1,0.11798711,0.058593757,0.11798711,-0.019439057032222182,-1.9251336898395754
2022-04-11,2022-04-12,ACI_daily_processed,1d,1,0.10559225,0.040478617,0.10559225,-0.08424454585438701,-8.079355951696387
2022-04-12,2022-04-13,ACI_daily_processed,1d,1,0.14507306,0.05141232,0.14507306,0.03714932169054845,3.7847982483578457
2022-04-13,2022-04-14,ACI_daily_processed,1d,1,0.1144289,0.0462247,0.1144289,-0.023480267608842472,-2.320675105485237
2022-04-14,2022-04-18,ACI_daily_processed,1d,1,0.114382915,0.037149396,0.114382915,0.018343528711645678,1.8512804689910567
2022-04-18,2022-04-19,ACI_daily_processed,1d,1,0.10157317,0.032969955,0.10157317,0.003024805694053293,0.30293850348379614
2022-04-19,2022-04-20,ACI_daily_processed,1d,1,0.09527009,0.029943585,0.09527009,0.005421700027778606,0.5436424041075139
2022-04-20,2022-04-21,ACI_daily_processed,1d,1,0.095847346,0.038156938,0.095847346,0.01756781819692024,1.7723039951937691
2022-04-21,2022-04-22,AA_daily_processed,1d,1,0.20253639,0.066258624,0.20253639,-0.069240230926212,-6.689750692520768
2022-04-22,2022-04-25,AA_daily_processed,1d,1,0.21075864,0.07255241,0.21075864,0.0,0.0
2022-04-25,2022-04-26,ACI_daily_processed,1d,1,0.17708713,0.046187136,0.17708713,-0.031639287491751496,-3.1144002466851672
2022-04-26,2022-04-27,AA_daily_processed,1d,1,0.16996384,0.058086287,0.16996384,0.044107616779489496,4.509481857548159
2022-04-27,2022-04-28,AA_daily_processed,1d,1,0.20433842,0.08668811,0.20433842,0.007543982828221134,0.7572510358622608
2022-04-28,2022-04-29,AA_daily_processed,1d,1,0.2693485,0.06296744,0.2693485,-0.03933416258331959,-3.8570618264322176
2022-04-29,2022-05-02,AA_daily_processed,1d,1,0.32370958,0.07113479,0.32370958,-0.024486144230913998,-2.418879056047196
2022-05-02,2022-05-03,AA_daily_processed,1d,1,0.4120145,0.056154683,0.4120145,-0.022933278418148895,-2.26723095525998
2022-05-03,2022-05-04,AA_daily_processed,1d,1,0.39896792,0.07744661,0.39896792,0.04977652450644418,5.103618929786569
2022-05-04,2022-05-05,AA_daily_processed,1d,1,0.33910373,0.0966702,0.33910373,-0.06850951064868169,-6.621542083578569
2022-05-05,2022-05-06,AA_daily_processed,1d,1,0.31127793,0.06909025,0.31127793,-0.03888039917884793,-3.8134257800189086
2022-05-06,2022-05-09,AA_daily_processed,1d,1,0.35776043,0.08383117,0.35776043,-0.11866399370395474,-11.189384010484925
2022-05-09,2022-05-10,AA_daily_processed,1d,1,0.3531547,0.09629859,0.3531547,0.02962506518187035,3.006825308983596
2022-05-10,2022-05-11,AA_daily_processed,1d,1,0.34360364,0.06807747,0.34360364,0.014578035948253349,1.468481375358155
2022-05-11,2022-05-12,AA_daily_processed,1d,1,0.28620213,0.080000944,0.28620213,-0.03740097912217801,-3.6710201200141124
2022-05-12,2022-05-13,AA_daily_processed,1d,1,0.27891013,0.08960898,0.27891013,0.06644902548535374,6.870648589226813
2022-05-13,2022-05-16,AA_daily_processed,1d,1,0.21317828,0.06836813,0.21317828,0.03288383299274849,3.3430481741813844
2022-05-16,2022-05-17,AA_daily_processed,1d,1,0.20053452,0.06838752,0.20053452,0.050463487684885414,5.175846051758448
2022-05-17,2022-05-18,AA_daily_processed,1d,1,0.16375746,0.054884188,0.16375746,-0.046655220808950126,-4.558359621451102
2022-05-18,2022-05-19,AA_daily_processed,1d,1,0.18728656,0.07894265,0.18728656,0.025131871016386094,2.5450338786977333
2022-05-19,2022-05-26,AA_daily_processed,1w,5,0.19785601,0.06344386,0.19785601,0.012810423385640264,1.2892828364222453
2022-05-26,2022-05-27,AA_daily_processed,1d,1,0.23025721,0.07931278,0.23025721,0.025914288765470368,2.6252983293556076
2022-05-27,2022-05-31,AA_daily_processed,1d,1,0.16133338,0.06783564,0.16133338,-0.04405719630676678,-4.310077519379851
2022-05-31,2022-06-01,ABCL_daily_processed,1d,1,0.1857511,0.04867678,0.1857511,0.023347363996991107,2.3622047244094446
2022-06-01,2022-06-02,ABCL_daily_processed,1d,1,0.20525065,0.05677443,0.20525065,-0.010309369658861213,-1.025641025641022
2022-06-02,2022-06-09,ABNB_daily_processed,1w,5,0.15210195,0.062373895,0.15210195,-0.04676352053565035,-4.568695365330699
