date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2017-12-21,29.47,29.07,0.015177938836193033,0.01122269898280805,0.006340281894583166,-0.8085872760678781,0.013666082178818786,28.720999999999997,28.762,28.787166666666668,3,21,12,28.85933009934034,28.781973602992558,58.49056603773582,0.04954562280797603,-0.011489049502927742,29.33341007488862,28.190589925111382,0.010142454994117476,0.009333327140643435,0.010423591540354474,-45266.0,2.4780802128419146,0,0,-1,0,0,0.004815961472308241,-0.38565229674301305,0.13459877611850127,0.14816197511371257,0.03439803439803435,0.024330900243308973,-1.7996163829376317,0.03698676620291822,0.0
2017-12-22,29.52,29.47,0.009879146946124441,0.0,0.01688611800481236,-0.8593214137634767,0.0016952029826683662,28.803000000000004,28.816000000000003,28.8215,4,22,12,28.979451899460276,28.829588209251106,64.74576271186439,0.10037179736313107,0.010883119870284022,29.458934063902607,28.173065936097398,0.007357948805118552,0.008840662501130771,0.010297029805794434,-24799.0,2.1899601826250192,0,0,-1,0,0,0.0010179843909060447,-0.6762383592831379,0.073043599212776,0.14034116641827782,0.044216483905199944,0.03797468354430378,-0.883284478424657,0.020494579945799472,0.0
2017-12-26,29.69,29.52,0.0016934805063331477,0.009759458246658506,0.002585985408007814,1.0305333632940525,0.005742289043396705,28.901000000000003,28.8685,28.8405,1,26,12,29.10864246319477,28.88509864736394,65.44850498338867,0.1526102897084698,0.039228553837921176,29.61419007249026,28.122809927509742,0.007352861555471666,0.008806288321219302,0.009560181586976368,32561.0,2.2033282466979087,0,0,-1,0,0,0.0010162601626016645,-0.32258798086311935,0.07316332866191384,0.13979549322887258,0.03920196009800492,0.03666201117318435,0.055517942986502956,0.027618726844055246,0.0
2017-12-27,29.35,29.69,0.004726544923561185,-0.0036906601194055203,0.0072053837212701635,-0.6104045483869508,-0.011517742501563009,28.975,28.8915,28.8605,2,27,12,29.15252565170481,28.91509228301788,58.30815709969788,0.1646762277031577,0.0643180886109685,29.667733144575035,28.115266855424967,0.008519319319407262,0.009125619056839927,0.00950213665292051,1407.0,1.1813461025321637,0,0,-1,0,0,0.0,-0.570800938297439,0.148235456335084,0.1448647115034615,0.016626255628680253,0.015922464520595314,-1.0476335027318733,0.017035775127768313,0.0
2017-12-28,30.06,29.35,-0.009135573602376998,0.015178341599065665,-0.00171086440362943,0.8031464039704326,0.023902838050722842,29.136000000000003,28.947000000000003,28.913333333333338,3,28,12,29.317520987758478,28.98895729701673,61.235955056179726,0.22889112239753473,0.09723269536828175,29.883108405778106,28.0108915942219,0.01035039048833462,0.010518137038161037,0.010212746353660075,70960.0,2.3779297208101826,0,0,-1,0,0,0.0023850085178875736,-0.21453395150478025,0.2116631118808152,0.16697024915202957,0.034055727554179516,0.0383419689119171,-0.10508850199842741,0.0334331337325349,0.0
2017-12-29,29.66,30.06,0.04323919310617979,0.016906434688766892,0.003760045448565026,-0.9736614481773982,-0.013396047615042301,29.253000000000004,28.9945,28.946,4,29,12,29.379789899075114,29.032250374628553,64.11764705882354,0.2446846595809049,0.12672308821080638,29.975315450208868,28.01368454979113,0.011932482171058105,0.010830015568595943,0.010524370637579765,44690.0,1.3570340880300797,0,0,-1,0,0,0.0219560878243513,-0.6475058775587418,0.2407433678295825,0.17192116733677587,0.0064472344757380284,0.033089515848136575,0.7979067717463575,0.047538772757923134,0.0
2018-01-02,29.59,29.66,-0.033766862470817484,-0.033766862470817484,-0.0020491810449355693,0.01896631330115339,-0.0023628702976677108,29.384999999999998,29.027500000000003,28.95566666666667,1,2,1,29.41800991742509,29.068234221426714,62.71676300578034,0.2486860387464418,0.1511156783179335,30.04297759051695,28.012022409483055,0.01145324588366899,0.010770557881648837,0.009804085607983725,17917.0,1.1078531033139676,0,0,-1,0,0,0.0013486176668914074,-0.6248785227635043,0.24212333772346326,0.17097730581761683,0.002371273712737043,0.02281368821292773,1.0444934053664545,0.015207840486650871,0.0
2018-01-03,29.36,29.59,-0.003034903695154047,-0.003034903695154047,-0.005210130384668641,0.6112398513105282,-0.007803262665803445,29.464,29.063,28.968999999999998,2,3,1,29.407462659711435,29.087057820044347,60.4456824512535,0.23063941514398323,0.16702042568314343,30.07253558890371,28.05346441109629,0.011855338202009352,0.010677435956202807,0.009666659736143874,-31418.0,0.5883893609387718,0,0,-1,0,0,0.0006759040216289143,-0.3788852390539326,0.24289706337855893,0.16949904107959066,-0.011114853486022258,0.024781849912739906,1.846699490886392,0.017438692098092658,0.0
2018-01-04,29.1,29.36,-0.0047393453638965586,-0.00219761731586189,6.873088424987395e-05,-0.09901827260052806,-0.008895029568867938,29.487000000000002,29.080000000000002,28.975666666666665,3,4,1,29.351560357945715,29.08789279939633,58.8075880758808,0.19313121243386533,0.17224258303328782,30.0794524816908,28.080547518309203,0.012036098779134889,0.010892380530794773,0.009807275330230543,-76102.0,0.040021912729987986,0,0,-1,0,0,0.003746594005449572,-0.4198859131686913,0.2372610238786137,0.17291118041978815,-0.008517887563884163,0.01182197496522952,1.8706308114206986,0.015292096219931281,0.0
2018-01-05,28.85,29.1,-0.006468107656492423,-0.009009835704527099,-0.03390155167568146,0.5531882802883764,-0.00862818122333823,29.464999999999996,29.0825,28.973,4,5,1,29.26036756559195,29.07254487685463,54.615384615384656,0.14160049848794287,0.16611416612421884,30.079249981848907,28.085750018151092,0.012166401591741281,0.011083373777875856,0.0099381818930649,-153798.0,-0.466516186072511,0,0,-1,0,0,0.0061855670103092685,-0.1132317514656197,0.061964389216129186,0.17594310422300372,-0.04025282767797733,0.0017361111111111605,0.4313712991611884,0.03986135181975744,0.0
