date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
2011-03-11,20.08,20.09,0.0004993757906523972,0.0,0.0009995003330834232,-0.4092034302187715,-0.0004978840033146273,20.034,20.041945000000002,20.074296666666665,4,11,3,20.045353252813996,20.046625965126,60.00500250125026,-0.002104004735471676,-0.006533241861163311,20.154126816239245,19.92976318376076,0.0027716692330405157,0.003311646502620055,0.004664027998502213,-44700.0,0.6784521997547167,0,0,-1,0,0,-0.002986560477849613,-0.4793723562765318,0.04989460175891994,0.052570758456536866,-0.001988071570576677,0.0014962593516207878,0.9017572975436452,0.0034860557768924445,0.0
2011-03-14,19.7,20.08,-0.0014988761237359858,-0.004489905272852079,-0.019163470960754606,1.1023506107787169,-0.019105659079585606,20.003999999999998,20.024445,20.060963333333333,0,14,3,19.98256175230236,20.024262999634,30.764298538086777,-0.02943959941425689,-0.011114513371782028,20.213911902817234,19.834978097182766,0.006722256453471408,0.005388204272369505,0.005728821105438109,-71500.0,-3.424819798875045,0,0,-1,0,0,-0.003984063745019836,0.9459767943483826,0.14317161016958405,0.08553509110743268,-0.01696606786427146,-0.017456359102244412,-1.8162593425826843,0.018274111675126874,0.0
2011-03-15,19.472,19.7,-0.019182819416773873,-0.019182819416773873,-0.013842825507415345,1.2538284986974062,-0.011641099498771325,19.9512,19.99613,20.036696666666668,1,15,3,19.88973234279284,19.988633128689873,22.261591415266437,-0.0687089160496086,-0.022633393907347345,20.307149661588674,19.685110338411327,0.007399472630500402,0.005894468675756421,0.005960178653571441,-165400.0,-3.3703978540955704,0,0,-1,0,0,-0.00406091370558367,3.452478668382973,0.153123440564295,0.09357178936147029,-0.02639999999999998,-0.028260880414007095,-0.7316951030362047,0.012838948233360722,0.0
2011-03-16,19.28,19.472,-0.006140116785793408,-0.006140116785793408,-0.013513719166722933,-1.0764944834144907,-0.009909247062771805,19.8792,19.949125000000002,20.009363333333333,2,16,3,19.778871916830504,19.942914862322784,17.950252158304167,-0.11400870639297978,-0.04090845640447383,20.379051078713413,19.51919892128659,0.007659934204255116,0.00563603024858898,0.006131505138393664,-197400.0,-3.1127444141207317,0,0,-1,0,0,0.0014328266228430015,0.5403163681969608,0.1475239858285475,0.08946920651642391,-0.03599999999999992,-0.046493340784664605,0.13620761758295236,0.020223029045643194,0.0
2011-03-17,19.1,19.28,-0.013417892113863324,-0.0030765383191305048,-0.01422948910396465,0.24783616390458127,-0.009379954129815333,19.7882,19.899624999999997,19.977696666666663,3,17,3,19.655440659224958,19.888533258301962,15.909090909090963,-0.16255972496521665,-0.0652387101166224,20.467193323269488,19.332056676730506,0.0077016475110363025,0.005781840041787107,0.00629976202150124,-238400.0,-2.8177224387497,0,0,-1,0,0,-0.002074688796680638,0.8664391831522087,0.10435749555638357,0.09178386522554391,-0.04927824788451962,-0.04927824788451962,0.23985596210646415,0.0314136125654451,0.0
2011-03-18,19.5,19.1,-0.008875025625232607,0.011761833368674701,0.011084832424492914,-0.26995396915820025,0.020726130517116952,19.7262,19.872095,19.952696666666665,4,18,3,19.627178721184055,19.86346659647603,35.46511627906976,-0.1668369078925771,-0.08555834967181335,20.461811118948233,19.28237888105177,0.010857455319887912,0.007808682443040168,0.007242203679267149,-207100.0,-1.261946173910388,0,0,-1,0,0,-0.0015706806282723108,0.3618625923310711,0.24460603374475068,0.12395899086816345,-0.028884462151394286,-0.02746052487207362,1.870015536413643,0.031794871794871844,0.0
2011-03-21,19.22,19.5,0.027413146624143906,-0.003565066164496146,0.008415930073595583,-0.7355678964438974,-0.0144630620275547,19.6442,19.833095,19.913363333333333,0,21,3,19.55314622642332,19.821952622509833,30.49999999999997,-0.19062288417022444,-0.10657125657149558,20.48688273788633,19.17930726211367,0.011434612361321901,0.008332231276899683,0.007434604195034014,-222100.0,-1.8755169743076396,0,0,-1,0,0,0.005128205128205201,-0.43423629982624434,0.2308776888055505,0.13227007094970433,-0.024365482233502544,-0.039000000000000035,2.1326686660555456,0.020239334027055304,0.0
2011-03-22,19.11,19.22,-0.02165628303043324,-0.014388737452099669,-0.00999197452906132,0.18786173716957008,-0.005739645289964737,19.555200000000003,19.788595,19.878696666666666,1,22,3,19.47257418525544,19.77602019525114,28.909952606635045,-0.2158612087846734,-0.12842924701413116,20.511998727927182,19.06519127207282,0.01141876641866179,0.008359820840268133,0.007215041248889842,-240200.0,-1.876116956003052,0,0,-1,0,0,-0.00207596253902182,-0.3019151389526712,0.22374963720067936,0.13270804169042702,-0.01859079704190647,-0.044499999999999984,1.972171162263678,0.015698587127158593,0.0
2011-03-23,19.16,19.11,0.0010369958276975702,0.0,0.004720701134937394,-0.47999815997073125,0.00261301429053287,19.471200000000003,19.745595,19.849696666666667,2,23,3,19.415742515208994,19.73627695684784,30.232558139534845,-0.22918626415172838,-0.1485806504416506,20.51204133547163,18.979148664528374,0.011561983055741597,0.00840051056325424,0.007212065828353467,-229000.0,-1.5280782825836283,0,0,-1,0,0,0.004709576138147559,-0.5941077087241573,0.21948502835499906,0.1333539710180511,-0.006224066390041583,-0.042957042957042946,1.2512928386734181,0.010960334029227602,0.0
2011-03-24,19.342,19.16,-0.003129893008927593,0.00413223728491037,0.0015686277726266555,0.9019019944220555,0.009454124752056899,19.3964,19.7112,19.82576333333333,3,24,3,19.402334785170993,19.7108397338254,32.49324932493242,-0.2224957945486885,-0.1633636792630582,20.48562531494073,18.936774685059273,0.01207754061965499,0.00878282878350067,0.007468376840836126,-201400.0,-0.9534812276333191,0,0,-1,0,0,-0.001043841336116888,0.12854332496595294,0.21605115465890987,0.13942308461281633,0.012670157068062737,-0.03434365623393043,0.17458163139708308,0.013442250025850378,0.0
2011-03-25,19.3555,19.342,0.015037877364540502,0.007190580545354209,0.009360442759563672,0.31713533936527644,0.0006977195192281562,19.32395,19.678975,19.802613333333333,4,25,3,19.393819369685357,19.68791458970763,34.12201345395498,-0.21364148594746268,-0.1734192405999391,20.45643202030469,18.901517979695313,0.0121188531503102,0.008799315767987155,0.00747537315004965,-163500.0,-0.8321360320940453,0,0,-1,0,0,0.0045496846241340596,0.5654932352191049,0.14329570086554316,0.13968480737774006,-0.007410256410256499,-0.03222500000000006,-0.4734762723423324,0.01136627831882405,0.0
2011-03-28,19.21,19.3555,-0.0010298662084298146,-0.0066752494337177564,-0.006230549750636086,-0.8195423926656713,-0.007545640033534131,19.27495,19.639475,19.77461333333333,0,28,3,19.3603976661062,19.657081390371655,32.529854046881894,-0.21587652637729704,-0.1819106977554107,20.428446714188453,18.85050328581155,0.01100174313025322,0.008887497081537304,0.007561084288573256,-180200.0,-1.0886955572083183,0,0,-1,0,0,0.0028157371289814722,-0.5002885177249968,0.10847951845637764,0.14108464233336027,-0.0005202913631632278,-0.03949999999999998,0.4060207136671522,0.01093180635085897,0.0
2011-03-29,19.11,19.21,-0.00983699363877247,-0.0015467907182987934,-0.007790685400438049,0.9198771075053825,-0.005219218528283639,19.23875,19.594975,19.74367,1,29,3,19.314870817723254,19.621785816799292,31.15205421431594,-0.2231447030516449,-0.19015749881465754,20.39858831857397,18.791361681426032,0.010592387893996717,0.008902809467972277,0.007590949156121196,-222100.0,-1.2069859689747366,0,0,-1,0,0,0.0005205622071836549,0.6775380680750973,0.10683462444970922,0.14132771893227541,0.0,-0.044499999999999984,0.40960990249421564,0.01721611721611725,0.0
2011-03-30,19.1,19.11,-0.0020833340868542517,-0.006211200092640524,-0.006900030009565458,-0.22972842994169396,-0.0005234231995973361,19.22075,19.549975,19.706333333333337,2,30,3,19.275803396319024,19.588122215715465,28.29899167032002,-0.2270939046848035,-0.19754477998868675,20.35887005369654,18.74107994630346,0.010209964130755953,0.008896659658558934,0.00732534191380316,-255400.0,-1.1125670702118264,0,0,-1,0,0,0.003663003663003678,0.19801351881610665,0.10431950425839488,0.1412300937343665,-0.0031315240083507057,-0.04499999999999993,0.8935625984065247,0.01780104712041884,0.0
2011-03-31,19.11,19.1,-0.001565353828637219,-0.0014028526967495636,0.007372334602323588,-0.7392382877602123,0.0005234231995974092,19.22175,19.504974999999998,19.673666666666666,3,31,3,19.245657324261018,19.55727562115318,28.73739587900039,-0.22680232300497138,-0.20339628859194367,20.306215254066675,18.70373474593332,0.00977040698066111,0.008897046172723161,0.007285953283551567,-239500.0,-0.9859090278984675,0,0,-1,0,0,0.00261780104712027,-0.6896906410652381,0.05925052667975784,0.14123622945650702,-0.011994623099989665,-0.04497751124437788,-0.7527049968624326,0.009052851909994863,0.0
2011-04-01,19.13,19.11,0.0010438414308984022,-0.0032809966156767665,0.0020964368265281672,-0.5256094199502277,0.0010460251999797707,19.18475,19.455475,19.642980000000005,4,1,4,19.22462871984992,19.529709452046525,35.16397709526282,-0.2223937923668693,-0.20719578934692878,20.218126708807734,18.692823291192266,0.006547758143953032,0.008747186344871757,0.0073020571438463956,-230100.0,-0.8535350966663968,0,0,-1,0,0,0.00313971742543183,-0.9884088166067863,0.060440414484011884,0.13885727844042442,-0.011650435276794768,-0.049204771371769485,-0.7158178714402058,0.003659174072138018,0.0
