date,close,YesterdayClose,YesterdayOpenLogR,YesterdayHighLogR,YesterdayLowLogR,YesterdayVolumeLogR,YesterdayCloseLogR,MA10,MA20,MA30,DayOfWeek,DayOfMonth,MonthNumber,EMA10,EMA30,RSI,MACD,MACD_Signal,BollingerUpper,BollingerLower,Volatility_10,Volatility_20,Volatility_30,OBV,ZScore,insider_shares,insider_amount,insider_buy_flag,sentiment,num_articles,overnight_gap,abnormal_vol,volatility_5d,volatility_20d,momentum_5d,momentum_20d,skew_5d,intraday_range,sentiment_change
1999-12-14,47.5,47.13,0.010651996755450565,0.007968169649176881,-0.0012858981626160703,0.060026071755506095,0.007819970104955914,47.751,49.1895,50.05833333333333,1,14,12,47.71199403296133,49.00668716326232,38.378906249999986,-0.9520698475360945,-0.7124529544885511,53.74568711782467,44.63331288217533,0.02019932168236379,0.01785992231060787,0.017312596126284743,3801100.0,-0.7416288911359052,0.0,0.0,-1,0.0,0.0,0.0012730744748566765,0.26858960487831157,0.31379761999063555,0.283517477212815,-0.002729372244383854,-0.09850066426266835,0.17608306236840218,0.02631578947368421,0.0
1999-12-15,46.63,47.5,0.00401819299234327,-0.010497681959133023,-0.01621481855905957,-0.11639104305094476,-0.018485600220365998,47.589,48.821000000000005,49.92933333333334,2,15,12,47.51526784515018,48.853352507567976,36.832239925023444,-0.9844297481906352,-0.7668483132289678,52.90688790839885,44.73511209160116,0.02067775427166631,0.01662459765196561,0.01661057207216537,3345800.0,-1.0724719077565692,0.0,0.0,-1,0.0,0.0,-0.0025263157894736305,-0.10990964686154996,0.31758686741222714,0.263907306201656,-0.003845332193975648,-0.13648148148148143,0.17297949209199287,0.032168132103795835,0.0
1999-12-16,45.44,46.63,-0.020039041900948778,-0.020039041900948778,-0.05188999419641017,0.6542953868283069,-0.025851336407333704,47.257999999999996,48.443,49.73766666666667,3,16,12,47.13794641875923,48.63313621675714,34.5950704225352,-1.093493149008978,-0.83217728038497,52.29303677357692,44.59296322642307,0.021167018629600538,0.016946554250252505,0.016833147533292146,2469900.0,-1.559985099679984,0.0,0.0,-1,0.0,0.0,-0.004074630066480909,2.283622744518741,0.3305464735020664,0.2690182087537967,-0.006775956284153062,-0.14264150943396225,0.0719445076731863,0.06338028169014075,0.0
1999-12-17,45.5,45.44,-0.020448830872786004,0.0053688521531549405,0.040932181286935945,-0.10296585119175287,0.0013195515440088063,46.802,48.074,49.516666666666666,4,17,12,46.84013797898482,48.4309983963212,38.513513513513516,-1.161693897239772,-0.8980806037559304,51.52773268706251,44.620267312937486,0.01794738307021735,0.017023944317783316,0.01633878123950871,3260100.0,-1.4905612178047563,0.0,0.0,-1,0.0,0.0,0.0013204225352113177,1.557658176429018,0.23532586399815497,0.2702467379895948,-0.030677460587984595,-0.13956127080181546,-0.6288446992201787,0.028791208791208684,0.0
1999-12-20,45.75,45.5,0.0054794657646255705,-0.0107666845403316,-0.0015437206726488177,-0.9552583765710687,0.0054794657646255705,46.507999999999996,47.7645,49.298,0,20,12,46.64193107371485,48.25803075784887,39.96229971724787,-1.1819458350588832,-0.954853650016521,50.849215972594365,44.67978402740563,0.017280097708114773,0.017069002820791802,0.01637680308786236,3564100.0,-1.306117009084455,0.0,0.0,-1,0.0,0.0,0.005494505494505495,-1.0928897999247331,0.23945334619292205,0.27096201955005067,-0.029280712921705976,-0.11917597227570265,-0.6301791244581585,0.019234972677595528,0.0
1999-12-21,45.94,45.75,-0.02210034700066597,0.0,-0.020738841174598923,0.5429360987367673,0.004144405539421716,46.339,47.539500000000004,49.075,1,21,12,46.51430724213033,48.10848038637475,38.92617449664429,-1.1691865745461172,-0.9977202349224403,50.4543077484675,44.62469225153251,0.01659465590989017,0.016340168128972987,0.016337484078553993,4087300.0,-1.0974994840335295,0.0,0.0,-1,0.0,0.0,-0.02185792349726776,0.09118927832709943,0.22726921791883203,0.2593921275014767,-0.032842105263157895,-0.08921490880253768,-0.7009502444381078,0.039399216369177086,0.0
1999-12-22,44.94,45.94,0.026244752540087863,-0.005427127181561837,0.004047678114580633,-0.2168560198831685,-0.022007930503769084,46.152,47.292500000000004,48.839666666666666,2,22,12,46.22806956174299,47.90406229693122,32.570905763952425,-1.225638019163803,-1.0433037917707129,50.20944775587877,44.37555224412124,0.017068843828502548,0.016735046363670493,0.016590150572791392,3666100.0,-1.612987407990987,0.0,0.0,-1,0.0,0.0,0.0,-0.4274825095577601,0.23949674057709422,0.2656606251444475,-0.03624276217027678,-0.0990376904570971,-0.5991429228518343,0.030707610146862383,0.0
1999-12-23,45.13,44.94,-0.0013069049997821778,0.0,0.0098258941512912,-0.2056689207909458,0.004218947081726906,46.089999999999996,47.077,48.63133333333334,3,23,12,46.028420550517,47.72509053583889,24.87257900101939,-1.2407422789735136,-1.082791489211273,49.96259471203166,44.19140528796834,0.01586955727443746,0.016835084478488558,0.016610350591158698,4009000.0,-1.3494618574686603,0.0,0.0,-1,0.0,0.0,0.020916777926123828,-0.8968831376792948,0.18311554119310386,0.2672486809850655,-0.0068221830985913945,-0.0871763754045306,-2.1414823583740485,0.020828717039663144,0.0
1999-12-27,44.94,45.13,-0.0054638973218587425,0.0,-0.008256211129141126,0.42900238759333437,-0.004218947081726789,45.89,46.877,48.41266666666666,0,27,12,45.830525904968454,47.54540727546219,28.273464658169203,-1.2535932827677456,-1.1169518479225677,49.773372322678625,43.98062767732138,0.012652925989163068,0.016781591954745923,0.016564734340950054,3482400.0,-1.3375352228256525,0.0,0.0,-1,0.0,0.0,0.011079104808331486,0.022285414069405273,0.1823097186778331,0.26639951349612007,-0.012307692307692353,-0.08173273395995095,-1.6982905593580073,0.029149977748108482,0.0
1999-12-28,45.0,44.94,-0.04780445684467286,-0.015133527115017,-0.02564534054654018,0.18054760802667436,0.0013342230131366622,45.677,46.733000000000004,48.19166666666667,1,28,12,45.679521194974186,47.38118745123883,32.76539973787682,-1.2445894449111776,-1.1424793673202898,49.70479796720682,43.761202032793186,0.012482678495926132,0.016297436060864524,0.016549012061597104,4113200.0,-1.1662973184067722,0.0,0.0,-1,0.0,0.0,-0.03204272363150863,0.6021861582906594,0.17309155972642074,0.2587137769501419,-0.016393442622950838,-0.06015037593984962,-1.744284658151815,0.03888888888888889,0.0
